Displacement_mm,Axial_Force_N
3.535000e-04,5.477190e+06
3.540000e-04,5.484570e+06
3.545000e-04,5.491940e+06
3.550000e-04,5.499320e+06
3.555000e-04,5.506690e+06
3.560000e-04,5.514060e+06
3.565000e-04,5.521440e+06
3.570000e-04,5.528810e+06
3.575000e-04,5.536170e+06
3.580000e-04,5.543540e+06
3.585000e-04,5.550910e+06
3.590000e-04,5.558280e+06
3.595000e-04,5.565640e+06
3.600000e-04,5.573000e+06
3.605000e-04,5.580370e+06
3.610000e-04,5.587730e+06
3.615000e-04,5.595090e+06
3.620000e-04,5.602450e+06
3.625000e-04,5.609810e+06
3.630000e-04,5.617160e+06
3.635000e-04,5.624520e+06
3.640000e-04,5.631880e+06
3.645000e-04,5.639230e+06
3.650000e-04,5.646580e+06
3.655000e-04,5.653940e+06
3.660000e-04,5.661290e+06
3.665000e-04,5.668640e+06
3.670000e-04,5.675990e+06
3.675000e-04,5.683340e+06
3.680000e-04,5.690680e+06
3.685000e-04,5.698030e+06
3.690000e-04,5.705370e+06
3.695000e-04,5.712720e+06
3.700000e-04,5.720060e+06
3.705000e-04,5.727400e+06
3.710000e-04,5.734740e+06
3.715000e-04,5.742080e+06
3.720000e-04,5.749420e+06
3.725000e-04,5.756760e+06
3.730000e-04,5.764100e+06
3.735000e-04,5.771430e+06
3.740000e-04,5.778770e+06
3.745000e-04,5.786100e+06
3.750000e-04,5.793430e+06
3.755000e-04,5.800760e+06
3.760000e-04,5.808090e+06
3.765000e-04,5.815420e+06
3.770000e-04,5.822750e+06
3.775000e-04,5.830080e+06
3.780000e-04,5.837400e+06
3.785000e-04,5.844730e+06
3.790000e-04,5.852050e+06
3.795000e-04,5.859380e+06
3.800000e-04,5.866700e+06
3.805000e-04,5.874020e+06
3.810000e-04,5.881340e+06
3.815000e-04,5.888660e+06
3.820000e-04,5.895980e+06
3.825000e-04,5.903290e+06
3.830000e-04,5.910610e+06
3.835000e-04,5.917920e+06
3.840000e-04,5.925240e+06
3.845000e-04,5.932550e+06
3.850000e-04,5.939860e+06
3.855000e-04,5.947170e+06
3.860000e-04,5.954480e+06
3.865000e-04,5.961790e+06
3.870000e-04,5.969100e+06
3.875000e-04,5.976400e+06
3.880000e-04,5.983710e+06
3.885000e-04,5.991010e+06
3.890000e-04,5.998310e+06
3.895000e-04,6.005620e+06
3.900000e-04,6.012920e+06
3.905000e-04,6.020220e+06
3.910000e-04,6.027520e+06
3.915000e-04,6.034810e+06
3.920000e-04,6.042110e+06
3.925000e-04,6.049410e+06
3.930000e-04,6.056700e+06
3.935000e-04,6.063990e+06
3.940000e-04,6.071290e+06
3.945000e-04,6.078580e+06
3.950000e-04,6.085870e+06
3.955000e-04,6.093160e+06
3.960000e-04,6.100450e+06
3.965000e-04,6.107730e+06
3.970000e-04,6.115020e+06
3.975000e-04,6.122310e+06
3.980000e-04,6.129590e+06
3.985000e-04,6.136870e+06
3.990000e-04,6.144160e+06
3.995000e-04,6.151440e+06
4.000000e-04,6.158720e+06
4.005000e-04,6.166000e+06
4.010000e-04,6.173270e+06
4.015000e-04,6.180550e+06
4.020000e-04,6.187830e+06
4.025000e-04,6.195100e+06
4.030000e-04,6.202370e+06
4.035000e-04,6.209650e+06
4.040000e-04,6.216920e+06
4.045000e-04,6.224190e+06
4.050000e-04,6.231460e+06
4.055000e-04,6.238730e+06
4.060000e-04,6.246000e+06
4.065000e-04,6.253260e+06
4.070000e-04,6.260530e+06
4.075000e-04,6.267790e+06
4.080000e-04,6.275050e+06
4.085000e-04,6.282320e+06
4.090000e-04,6.289580e+06
4.095000e-04,6.296840e+06
4.100000e-04,6.304100e+06
4.105000e-04,6.311360e+06
4.110000e-04,6.318610e+06
4.115000e-04,6.325870e+06
4.120000e-04,6.333120e+06
4.125000e-04,6.340380e+06
4.130000e-04,6.347630e+06
4.135000e-04,6.354880e+06
4.140000e-04,6.362130e+06
4.145000e-04,6.369380e+06
4.150000e-04,6.376630e+06
4.155000e-04,6.383880e+06
