f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc35MPa = 53.73 MPa, ecc35MPa = 0.0074
f'cc42MPa = 61.26 MPa, ecc42MPa = 0.0066
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
7.125000e-03 1.764581e+04
7.137500e-03 1.762953e+04
7.150000e-03 1.761324e+04
7.162500e-03 1.759695e+04
7.175000e-03 1.758067e+04
7.187500e-03 1.756438e+04
7.200000e-03 1.754809e+04
7.212500e-03 1.753181e+04
7.225000e-03 1.751552e+04
7.237500e-03 1.749923e+04
7.250000e-03 1.748295e+04
7.262500e-03 1.746666e+04
7.275000e-03 1.745037e+04
7.287500e-03 1.743409e+04
7.300000e-03 1.741780e+04
7.312500e-03 1.740151e+04
7.325000e-03 1.738523e+04
7.337500e-03 1.736894e+04
7.350000e-03 1.735265e+04
7.362500e-03 1.733637e+04
7.375000e-03 1.732008e+04
7.387500e-03 1.730379e+04
7.400000e-03 1.728751e+04
7.412500e-03 1.727122e+04
7.425000e-03 1.725493e+04
7.437500e-03 1.723865e+04
7.450000e-03 1.722236e+04
7.462500e-03 1.720607e+04
7.475000e-03 1.718979e+04
7.487500e-03 1.717350e+04
7.500000e-03 1.715721e+04
7.512500e-03 1.714093e+04
7.525000e-03 1.712464e+04
7.537500e-03 1.710835e+04
7.550000e-03 1.709207e+04
7.562500e-03 1.707578e+04
7.575000e-03 1.705949e+04
7.587500e-03 1.704321e+04
7.600000e-03 1.702692e+04
7.612500e-03 1.701063e+04
7.625000e-03 1.699435e+04
7.637500e-03 1.697806e+04
7.650000e-03 1.696177e+04
7.662500e-03 1.694549e+04
7.675000e-03 1.692920e+04
7.687500e-03 1.691291e+04
7.700000e-03 1.689663e+04
7.712500e-03 1.688034e+04
7.725000e-03 1.686405e+04
7.737500e-03 1.684777e+04
7.750000e-03 1.683148e+04
7.762500e-03 1.681519e+04
7.775000e-03 1.679891e+04
7.787500e-03 1.678262e+04
7.800000e-03 1.676633e+04
7.812500e-03 1.675005e+04
7.825000e-03 1.673376e+04
7.837500e-03 1.671747e+04
7.850000e-03 1.670119e+04
7.862500e-03 1.668490e+04
7.875000e-03 1.666861e+04
7.887500e-03 1.665233e+04
7.900000e-03 1.663604e+04
7.912500e-03 1.661975e+04
7.925000e-03 1.660347e+04
7.937500e-03 1.658718e+04
7.950000e-03 1.657089e+04
7.962500e-03 1.655461e+04
7.975000e-03 1.653832e+04
7.987500e-03 1.652203e+04
8.000000e-03 1.650575e+04
8.012500e-03 1.648946e+04
8.025000e-03 1.647317e+04
8.037500e-03 1.645689e+04
8.050000e-03 1.644060e+04
8.062500e-03 1.642431e+04
8.075000e-03 1.640803e+04
8.087500e-03 1.639174e+04
8.100000e-03 1.637545e+04
8.112500e-03 1.635917e+04
8.125000e-03 1.634288e+04
8.137500e-03 1.632659e+04
8.150000e-03 1.631031e+04
8.162500e-03 1.629402e+04
8.175000e-03 1.627773e+04
8.187500e-03 1.626145e+04
8.200000e-03 1.624516e+04
8.212500e-03 1.622887e+04
8.225000e-03 1.621259e+04
8.237500e-03 1.619630e+04
8.250000e-03 1.618001e+04
8.262500e-03 1.616373e+04
8.275000e-03 1.614744e+04
8.287500e-03 1.613115e+04
8.300000e-03 1.611487e+04
8.312500e-03 1.609858e+04
8.325000e-03 1.608229e+04
8.337500e-03 1.606601e+04
8.350000e-03 1.604972e+04
8.362500e-03 1.603343e+04
8.375000e-03 1.601715e+04
8.387500e-03 1.600086e+04
8.400000e-03 1.598457e+04
8.412500e-03 1.596829e+04
8.425000e-03 1.595200e+04
8.437500e-03 1.593571e+04
8.450000e-03 1.591943e+04
8.462500e-03 1.590314e+04
8.475000e-03 1.588685e+04
8.487500e-03 1.587057e+04
8.500000e-03 1.585428e+04
8.512500e-03 1.583799e+04
8.525000e-03 1.582171e+04
8.537500e-03 1.580542e+04
8.550000e-03 1.578913e+04
8.562500e-03 1.577285e+04
8.575000e-03 1.575656e+04
8.587500e-03 1.574027e+04
8.600000e-03 1.572399e+04
8.612500e-03 1.570770e+04
8.625000e-03 1.569141e+04
8.637500e-03 1.567513e+04
8.650000e-03 1.565884e+04
8.662500e-03 1.564255e+04
8.675000e-03 1.562627e+04
8.687500e-03 1.560998e+04
8.700000e-03 1.559370e+04
8.712500e-03 1.557741e+04
8.725000e-03 1.556112e+04
8.737500e-03 1.554484e+04
8.750000e-03 1.552855e+04
8.762500e-03 1.551226e+04
8.775000e-03 1.549598e+04
8.787500e-03 1.547969e+04
8.800000e-03 1.546340e+04
8.812500e-03 1.544712e+04
8.825000e-03 1.543083e+04
8.837500e-03 1.541454e+04
8.850000e-03 1.539826e+04
8.862500e-03 1.538197e+04
8.875000e-03 1.536568e+04
8.887500e-03 1.534940e+04
8.900000e-03 1.533311e+04
8.912500e-03 1.531682e+04
8.925000e-03 1.530054e+04
8.937500e-03 1.528425e+04
8.950000e-03 1.526796e+04
8.962500e-03 1.525168e+04
8.975000e-03 1.523539e+04
8.987500e-03 1.521910e+04
9.000000e-03 1.520282e+04
9.012500e-03 1.518653e+04
9.025000e-03 1.517024e+04
9.037500e-03 1.515396e+04
9.050000e-03 1.513767e+04
9.062500e-03 1.512139e+04
9.075000e-03 1.510510e+04
9.087500e-03 1.508881e+04
9.100000e-03 1.507253e+04
9.112500e-03 1.505624e+04
9.125000e-03 1.503995e+04
9.137500e-03 1.502367e+04
9.150000e-03 1.500738e+04
9.162500e-03 1.499109e+04
9.175000e-03 1.497481e+04
9.187500e-03 1.495852e+04
9.200000e-03 1.494223e+04
9.212500e-03 1.492595e+04
9.225000e-03 1.490966e+04
9.237500e-03 1.489337e+04
9.250000e-03 1.487709e+04
9.262500e-03 1.486080e+04
9.275000e-03 1.484452e+04
9.287500e-03 1.482823e+04
9.300000e-03 1.481194e+04
9.312500e-03 1.479566e+04
9.325000e-03 1.477937e+04
9.337500e-03 1.476308e+04
9.350000e-03 1.474680e+04
9.362500e-03 1.473051e+04
9.375000e-03 1.471422e+04
9.387500e-03 1.469794e+04
9.400000e-03 1.468165e+04
9.412500e-03 1.466536e+04
9.425000e-03 1.464908e+04
9.437500e-03 1.463279e+04
9.450000e-03 1.461651e+04
9.462500e-03 1.460022e+04
9.475000e-03 1.458393e+04
9.487500e-03 1.456765e+04
9.500000e-03 1.455136e+04
9.512500e-03 1.453507e+04
9.525000e-03 1.451879e+04
9.537500e-03 1.450250e+04
9.550000e-03 1.448621e+04
9.562500e-03 1.446993e+04
9.575000e-03 1.445364e+04
9.587500e-03 1.443736e+04
9.600000e-03 1.442107e+04
9.612500e-03 1.440478e+04
9.625000e-03 1.438850e+04
9.637500e-03 1.437221e+04
9.650000e-03 1.435592e+04
9.662500e-03 1.433964e+04
9.675000e-03 1.432335e+04
9.687500e-03 1.430706e+04
9.700000e-03 1.429078e+04
9.712500e-03 1.427449e+04
9.725000e-03 1.425821e+04
9.737500e-03 1.424192e+04
9.750000e-03 1.422563e+04
9.762500e-03 1.420935e+04
9.775000e-03 1.419306e+04
9.787500e-03 1.417677e+04
9.800000e-03 1.416049e+04
9.812500e-03 1.414420e+04
9.825000e-03 1.412792e+04
9.837500e-03 1.411163e+04
9.850000e-03 1.409534e+04
9.862500e-03 1.407906e+04
9.875000e-03 1.406277e+04
9.887500e-03 1.404648e+04
9.900000e-03 1.403020e+04
9.912500e-03 1.401391e+04
9.925000e-03 1.399762e+04
9.937500e-03 1.398134e+04
9.950000e-03 1.396505e+04
9.962500e-03 1.394877e+04
9.975000e-03 1.393248e+04
9.987500e-03 1.391619e+04
1.000000e-02 1.389991e+04
1.001250e-02 1.388362e+04
1.002500e-02 1.386733e+04
1.003750e-02 1.385105e+04
1.005000e-02 1.383476e+04
1.006250e-02 1.381848e+04
1.007500e-02 1.380219e+04
1.008750e-02 1.378590e+04
1.010000e-02 1.376962e+04
1.011250e-02 1.375333e+04
1.012500e-02 1.373704e+04
1.013750e-02 1.372076e+04
1.015000e-02 1.370447e+04
1.016250e-02 1.368819e+04
1.017500e-02 1.367190e+04
1.018750e-02 1.365561e+04
1.020000e-02 1.363933e+04
1.021250e-02 1.362304e+04
1.022500e-02 1.360676e+04
1.023750e-02 1.359047e+04
1.025000e-02 1.357418e+04
1.026250e-02 1.355790e+04
1.027500e-02 1.354161e+04
1.028750e-02 1.352532e+04
1.030000e-02 1.350904e+04
1.031250e-02 1.349275e+04
1.032500e-02 1.347647e+04
1.033750e-02 1.346018e+04
1.035000e-02 1.344389e+04
1.036250e-02 1.342761e+04
