f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
9.825000e-03 1.702648e+04
9.837500e-03 1.700637e+04
9.850000e-03 1.698626e+04
9.862500e-03 1.696615e+04
9.875000e-03 1.694604e+04
9.887500e-03 1.692593e+04
9.900000e-03 1.690582e+04
9.912500e-03 1.688571e+04
9.925000e-03 1.686560e+04
9.937500e-03 1.684549e+04
9.950000e-03 1.682538e+04
9.962500e-03 1.680527e+04
9.975000e-03 1.678516e+04
9.987500e-03 1.676505e+04
1.000000e-02 1.674494e+04
1.001250e-02 1.672483e+04
1.002500e-02 1.670472e+04
1.003750e-02 1.668461e+04
1.005000e-02 1.666450e+04
1.006250e-02 1.664440e+04
1.007500e-02 1.662429e+04
1.008750e-02 1.660418e+04
1.010000e-02 1.658407e+04
1.011250e-02 1.656396e+04
1.012500e-02 1.654385e+04
1.013750e-02 1.652374e+04
1.015000e-02 1.650363e+04
1.016250e-02 1.648352e+04
1.017500e-02 1.646341e+04
1.018750e-02 1.644330e+04
1.020000e-02 1.642319e+04
1.021250e-02 1.640308e+04
1.022500e-02 1.638297e+04
1.023750e-02 1.636286e+04
1.025000e-02 1.634275e+04
1.026250e-02 1.632264e+04
1.027500e-02 1.630253e+04
1.028750e-02 1.628242e+04
1.030000e-02 1.626232e+04
1.031250e-02 1.624221e+04
1.032500e-02 1.622210e+04
1.033750e-02 1.620199e+04
1.035000e-02 1.618188e+04
1.036250e-02 1.616177e+04
1.037500e-02 1.614166e+04
1.038750e-02 1.612155e+04
1.040000e-02 1.610144e+04
1.041250e-02 1.608133e+04
1.042500e-02 1.606122e+04
1.043750e-02 1.604111e+04
1.045000e-02 1.602100e+04
1.046250e-02 1.600089e+04
1.047500e-02 1.598078e+04
1.048750e-02 1.596067e+04
1.050000e-02 1.594057e+04
1.051250e-02 1.592046e+04
1.052500e-02 1.590035e+04
1.053750e-02 1.588024e+04
1.055000e-02 1.586013e+04
